Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time
Emirates,KTM,JFK,2023-12-20,2023-12-21,1080,3,27
China Southern,KTM,JFK,2023-12-20,2023-12-21,1560,1,24
Korean Air,KTM,JFK,2023-12-20,2023-12-22,2610,3,45
Cathay Pacific,KTM,JFK,2023-12-20,2023-12-20,2550,2,34
China Southern,KTM,JFK,2023-12-20,2023-12-22,3120,3,48
Turkish Airlines,KTM,JFK,2023-12-20,2023-12-21,1541,3,23
Turkish Airlines,KTM,JFK,2023-12-20,2023-12-21,2278,2,34
Emirates,KTM,JFK,2023-12-20,2023-12-21,1120,2,28
Etihad,KTM,JFK,2023-12-20,2023-12-20,1180,2,20
Korean Air,KTM,JFK,2023-12-20,2023-12-20,2436,3,42
Etihad,KTM,JFK,2023-12-20,2023-12-23,2655,3,45
Cathay Pacific,KTM,JFK,2023-12-20,2023-12-20,3450,1,46
Etihad,KTM,JFK,2023-12-20,2023-12-21,1180,1,20
Turkish Airlines,KTM,JFK,2023-12-20,2023-12-22,1474,3,22
Qatar Airways,KTM,JFK,2023-12-20,2023-12-21,2058,3,49
Emirates,KTM,JFK,2023-12-20,2023-12-23,1480,1,37
Emirates,KTM,JFK,2023-12-20,2023-12-22,1960,3,49
Korean Air,KTM,JFK,2023-12-20,2023-12-22,2030,2,35
China Southern,KTM,JFK,2023-12-20,2023-12-21,1300,2,20
Cathay Pacific,KTM,JFK,2023-12-20,2023-12-23,3225,2,43
Korean Air,KTM,JFK,2023-12-20,2023-12-22,2668,3,46
China Southern,KTM,JFK,2023-12-20,2023-12-22,1980,2,44
Turkish Airlines,KTM,JFK,2023-12-20,2023-12-23,3015,1,45
Turkish Airlines,KTM,JFK,2023-12-20,2023-12-20,3350,1,50
Qatar Airways,KTM,JFK,2023-12-20,2023-12-20,1134,1,27
China Southern,KTM,JFK,2023-12-20,2023-12-20,3120,1,48
Cathay Pacific,KTM,JFK,2023-12-20,2023-12-22,1875,2,25
China Southern,KTM,JFK,2023-12-20,2023-12-20,3055,3,47
Emirates,KTM,JFK,2023-12-20,2023-12-23,1760,3,44
Etihad,KTM,JFK,2023-12-20,2023-12-20,2124,2,36
Qatar Airways,KTM,JFK,2023-12-20,2023-12-23,1134,3,27
Qatar Airways,KTM,JFK,2023-12-20,2023-12-21,1050,3,25
Korean Air,KTM,JFK,2023-12-20,2023-12-21,2900,3,50
China Southern,KTM,JFK,2023-12-20,2023-12-21,1260,1,28
China Southern,KTM,JFK,2023-12-20,2023-12-22,1035,3,23
Emirates,KTM,JFK,2023-12-20,2023-12-22,1800,1,45
Qatar Airways,KTM,JFK,2023-12-20,2023-12-20,840,2,20
Etihad,KTM,JFK,2023-12-20,2023-12-22,2065,1,35
Etihad,KTM,JFK,2023-12-20,2023-12-20,2655,1,45
Emirates,KTM,JFK,2023-12-20,2023-12-21,1880,3,47
Etihad,KTM,JFK,2023-12-20,2023-12-20,2655,1,45
Qatar Airways,KTM,JFK,2023-12-22,2023-12-25,1710,2,38
China Southern,KTM,JFK,2023-12-22,2023-12-23,1645,3,35
China Southern,KTM,JFK,2023-12-22,2023-12-25,2068,3,44
Cathay Pacific,KTM,JFK,2023-12-22,2023-12-25,2849,2,37
Emirates,KTM,JFK,2023-12-22,2023-12-22,924,2,22
China Southern,KTM,JFK,2023-12-22,2023-12-25,1360,2,20
Korean Air,KTM,JFK,2023-12-22,2023-12-22,1800,3,30
Cathay Pacific,KTM,JFK,2023-12-22,2023-12-24,2541,3,33
China Southern,KTM,JFK,2023-12-22,2023-12-23,2516,3,37
Turkish Airlines,KTM,JFK,2023-12-22,2023-12-24,2346,1,34
Turkish Airlines,KTM,JFK,2023-12-22,2023-12-25,1518,3,22
Emirates,KTM,JFK,2023-12-22,2023-12-25,882,3,21
Etihad,KTM,JFK,2023-12-22,2023-12-22,2501,1,41
Korean Air,KTM,JFK,2023-12-22,2023-12-23,3000,3,50
Etihad,KTM,JFK,2023-12-22,2023-12-24,1281,3,21
Cathay Pacific,KTM,JFK,2023-12-22,2023-12-25,2926,2,38
Etihad,KTM,JFK,2023-12-22,2023-12-22,2989,2,49
Turkish Airlines,KTM,JFK,2023-12-22,2023-12-23,2001,3,29
Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,2115,1,47
Emirates,KTM,JFK,2023-12-22,2023-12-24,1806,3,43
Emirates,KTM,JFK,2023-12-22,2023-12-24,1386,1,33
Korean Air,KTM,JFK,2023-12-22,2023-12-22,2700,3,45
China Southern,KTM,JFK,2023-12-22,2023-12-24,3332,1,49
Cathay Pacific,KTM,JFK,2023-12-22,2023-12-25,3696,1,48
Korean Air,KTM,JFK,2023-12-22,2023-12-25,2400,3,40
China Southern,KTM,JFK,2023-12-22,2023-12-24,1927,3,41
Turkish Airlines,KTM,JFK,2023-12-22,2023-12-24,2553,1,37
Turkish Airlines,KTM,JFK,2023-12-22,2023-12-24,1794,2,26
Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,2115,2,47
China Southern,KTM,JFK,2023-12-22,2023-12-24,2244,3,33
Cathay Pacific,KTM,JFK,2023-12-22,2023-12-22,3311,1,43
China Southern,KTM,JFK,2023-12-22,2023-12-22,1768,2,26
Emirates,KTM,JFK,2023-12-22,2023-12-24,1386,2,33
Etihad,KTM,JFK,2023-12-22,2023-12-22,2074,1,34
Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,1305,1,29
Qatar Airways,KTM,JFK,2023-12-22,2023-12-23,2070,1,46
Korean Air,KTM,JFK,2023-12-22,2023-12-23,1200,3,20
China Southern,KTM,JFK,2023-12-22,2023-12-22,2303,1,49
China Southern,KTM,JFK,2023-12-22,2023-12-22,2209,2,47
Emirates,KTM,JFK,2023-12-22,2023-12-25,1050,3,25
Qatar Airways,KTM,JFK,2023-12-22,2023-12-22,2070,2,46
Etihad,KTM,JFK,2023-12-22,2023-12-25,1464,3,24
Etihad,KTM,JFK,2023-12-22,2023-12-25,2928,1,48
Emirates,KTM,JFK,2023-12-22,2023-12-22,1848,1,44
Etihad,KTM,JFK,2023-12-22,2023-12-25,1952,1,32
Qatar Airways,KTM,JFK,2023-12-23,2023-12-25,1035,3,23
China Southern,KTM,JFK,2023-12-23,2023-12-23,1034,2,22
China Southern,KTM,JFK,2023-12-23,2023-12-25,1316,3,28
Cathay Pacific,KTM,JFK,2023-12-23,2023-12-25,2772,1,36
Emirates,KTM,JFK,2023-12-23,2023-12-25,966,2,23
China Southern,KTM,JFK,2023-12-23,2023-12-24,1700,2,25
Korean Air,KTM,JFK,2023-12-23,2023-12-24,1200,3,20
Cathay Pacific,KTM,JFK,2023-12-23,2023-12-23,2464,1,32
China Southern,KTM,JFK,2023-12-23,2023-12-23,2584,1,38
Turkish Airlines,KTM,JFK,2023-12-23,2023-12-26,1794,2,26
Turkish Airlines,KTM,JFK,2023-12-23,2023-12-24,2208,1,32
Emirates,KTM,JFK,2023-12-23,2023-12-26,924,3,22
Etihad,KTM,JFK,2023-12-23,2023-12-23,2989,2,49
Korean Air,KTM,JFK,2023-12-23,2023-12-23,1680,3,28
Etihad,KTM,JFK,2023-12-23,2023-12-25,1708,3,28
Cathay Pacific,KTM,JFK,2023-12-23,2023-12-24,2618,1,34
Etihad,KTM,JFK,2023-12-23,2023-12-25,1342,1,22
Turkish Airlines,KTM,JFK,2023-12-23,2023-12-24,2898,1,42
Qatar Airways,KTM,JFK,2023-12-23,2023-12-26,1215,2,27
Emirates,KTM,JFK,2023-12-23,2023-12-26,1344,3,32
Emirates,KTM,JFK,2023-12-23,2023-12-26,1092,1,26
Korean Air,KTM,JFK,2023-12-23,2023-12-23,3000,3,50
China Southern,KTM,JFK,2023-12-23,2023-12-24,3332,2,49
Cathay Pacific,KTM,JFK,2023-12-23,2023-12-23,1617,2,21
Korean Air,KTM,JFK,2023-12-23,2023-12-25,2640,1,44
China Southern,KTM,JFK,2023-12-23,2023-12-26,2115,2,45
Turkish Airlines,KTM,JFK,2023-12-23,2023-12-23,2070,3,30
Turkish Airlines,KTM,JFK,2023-12-23,2023-12-24,1380,1,20
Qatar Airways,KTM,JFK,2023-12-23,2023-12-26,1215,2,27
China Southern,KTM,JFK,2023-12-23,2023-12-25,2448,1,36
Cathay Pacific,KTM,JFK,2023-12-23,2023-12-26,3234,2,42
China Southern,KTM,JFK,2023-12-23,2023-12-24,1768,3,26
Emirates,KTM,JFK,2023-12-23,2023-12-25,1722,2,41
Etihad,KTM,JFK,2023-12-23,2023-12-24,1220,3,20
Qatar Airways,KTM,JFK,2023-12-23,2023-12-24,2025,3,45
Qatar Airways,KTM,JFK,2023-12-23,2023-12-25,900,2,20
Korean Air,KTM,JFK,2023-12-23,2023-12-25,2880,1,48
China Southern,KTM,JFK,2023-12-23,2023-12-24,1739,1,37
China Southern,KTM,JFK,2023-12-23,2023-12-26,1504,1,32
Emirates,KTM,JFK,2023-12-23,2023-12-26,1386,2,33
Qatar Airways,KTM,JFK,2023-12-23,2023-12-25,1665,1,37
Etihad,KTM,JFK,2023-12-23,2023-12-24,2501,2,41
Etihad,KTM,JFK,2023-12-23,2023-12-24,2257,1,37
Emirates,KTM,JFK,2023-12-23,2023-12-23,1848,2,44
Etihad,KTM,JFK,2023-12-23,2023-12-24,1830,3,30
Qatar Airways,KTM,JFK,2023-12-25,2023-12-26,1620,1,36
China Southern,KTM,JFK,2023-12-25,2023-12-26,2115,3,45
China Southern,KTM,JFK,2023-12-25,2023-12-25,1175,3,25
Cathay Pacific,KTM,JFK,2023-12-25,2023-12-27,3696,2,48
Emirates,KTM,JFK,2023-12-25,2023-12-27,1932,2,46
China Southern,KTM,JFK,2023-12-25,2023-12-26,3400,3,50
Korean Air,KTM,JFK,2023-12-25,2023-12-28,1380,1,23
Cathay Pacific,KTM,JFK,2023-12-25,2023-12-27,3388,1,44
China Southern,KTM,JFK,2023-12-25,2023-12-27,1564,3,23
Turkish Airlines,KTM,JFK,2023-12-25,2023-12-28,1518,3,22
Turkish Airlines,KTM,JFK,2023-12-25,2023-12-27,1725,1,25
Emirates,KTM,JFK,2023-12-25,2023-12-26,1218,3,29
Etihad,KTM,JFK,2023-12-25,2023-12-25,2623,3,43
Korean Air,KTM,JFK,2023-12-25,2023-12-25,1380,1,23
Etihad,KTM,JFK,2023-12-25,2023-12-25,2684,1,44
Cathay Pacific,KTM,JFK,2023-12-25,2023-12-27,3080,1,40
Etihad,KTM,JFK,2023-12-25,2023-12-26,1342,3,22
Turkish Airlines,KTM,JFK,2023-12-25,2023-12-26,1863,2,27
Qatar Airways,KTM,JFK,2023-12-25,2023-12-26,900,2,20
Emirates,KTM,JFK,2023-12-25,2023-12-25,1260,2,30
Emirates,KTM,JFK,2023-12-25,2023-12-25,966,1,23
Korean Air,KTM,JFK,2023-12-25,2023-12-26,2040,3,34
China Southern,KTM,JFK,2023-12-25,2023-12-28,3400,3,50
Cathay Pacific,KTM,JFK,2023-12-25,2023-12-25,2310,2,30
Korean Air,KTM,JFK,2023-12-25,2023-12-26,2400,2,40
China Southern,KTM,JFK,2023-12-25,2023-12-26,1645,1,35
Turkish Airlines,KTM,JFK,2023-12-25,2023-12-25,2277,1,33
Turkish Airlines,KTM,JFK,2023-12-25,2023-12-26,2553,1,37
Qatar Airways,KTM,JFK,2023-12-25,2023-12-26,1620,2,36
China Southern,KTM,JFK,2023-12-25,2023-12-27,3332,1,49
Cathay Pacific,KTM,JFK,2023-12-25,2023-12-25,1848,2,24
China Southern,KTM,JFK,2023-12-25,2023-12-28,1564,1,23
Emirates,KTM,JFK,2023-12-25,2023-12-26,2058,1,49
Etihad,KTM,JFK,2023-12-25,2023-12-28,1525,2,25
Qatar Airways,KTM,JFK,2023-12-25,2023-12-27,1575,3,35
Qatar Airways,KTM,JFK,2023-12-25,2023-12-28,1485,3,33
Korean Air,KTM,JFK,2023-12-25,2023-12-28,2400,2,40
China Southern,KTM,JFK,2023-12-25,2023-12-26,1269,3,27
China Southern,KTM,JFK,2023-12-25,2023-12-25,2303,3,49
Emirates,KTM,JFK,2023-12-25,2023-12-27,1260,3,30
Qatar Airways,KTM,JFK,2023-12-25,2023-12-27,1665,1,37
Etihad,KTM,JFK,2023-12-25,2023-12-27,2013,1,33
Etihad,KTM,JFK,2023-12-25,2023-12-28,1952,1,32
Emirates,KTM,JFK,2023-12-25,2023-12-27,882,1,21
Etihad,KTM,JFK,2023-12-25,2023-12-27,1891,2,31
China Southern,KTM,JFK,2023-12-28,2023-12-30,1540,2,20
China Southern,KTM,JFK,2023-12-28,2023-12-30,3080,1,40
China Southern,KTM,JFK,2023-12-28,2023-12-29,3773,1,49
Qatar Airways,KTM,JFK,2023-12-28,2023-12-30,1710,1,38
Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,2074,2,34
Air India,KTM,JFK,2023-12-28,2023-12-29,2204,1,38
Etihad,KTM,JFK,2023-12-28,2023-12-29,2303,2,49
Emirates,KTM,JFK,2023-12-28,2023-12-30,1218,1,29
Air India,KTM,JFK,2023-12-28,2023-12-31,2552,1,44
China Southern,KTM,JFK,2023-12-28,2023-12-28,1904,3,28
Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,1922,3,31
Air India,KTM,JFK,2023-12-28,2023-12-29,2552,2,44
Korean Air,KTM,JFK,2023-12-28,2023-12-28,2280,1,38
Emirates,KTM,JFK,2023-12-28,2023-12-28,1764,2,42
Turkish Airlines,KTM,JFK,2023-12-28,2023-12-30,2501,2,41
China Southern,KTM,JFK,2023-12-28,2023-12-28,2312,3,34
Qatar Airways,KTM,JFK,2023-12-28,2023-12-30,1485,3,33
Turkish Airlines,KTM,JFK,2023-12-28,2023-12-29,2806,3,46
China Southern,KTM,JFK,2023-12-28,2023-12-28,2380,1,35
China Southern,KTM,JFK,2023-12-28,2023-12-28,2849,3,37
Korean Air,KTM,JFK,2023-12-28,2023-12-29,1620,1,27
Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,1525,1,25
Qatar Airways,KTM,JFK,2023-12-28,2023-12-28,2250,2,50
Emirates,KTM,JFK,2023-12-28,2023-12-30,2100,1,50
Emirates,KTM,JFK,2023-12-28,2023-12-31,1890,1,45
Korean Air,KTM,JFK,2023-12-28,2023-12-30,1200,2,20
China Southern,KTM,JFK,2023-12-28,2023-12-28,1496,3,22
Air India,KTM,JFK,2023-12-28,2023-12-28,2436,2,42
Korean Air,KTM,JFK,2023-12-28,2023-12-31,2760,3,46
Cathay Pacific,KTM,JFK,2023-12-28,2023-12-30,2976,2,48
Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,2232,2,36
Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,1830,1,30
Turkish Airlines,KTM,JFK,2023-12-28,2023-12-28,2562,3,42
Turkish Airlines,KTM,JFK,2023-12-28,2023-12-29,1769,1,29
China Southern,KTM,JFK,2023-12-28,2023-12-30,3196,1,47
Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,2790,3,45
Emirates,KTM,JFK,2023-12-28,2023-12-29,966,2,23
Etihad,KTM,JFK,2023-12-28,2023-12-31,2303,3,49
Qatar Airways,KTM,JFK,2023-12-28,2023-12-31,1260,2,28
Qatar Airways,KTM,JFK,2023-12-28,2023-12-28,2160,3,48
Korean Air,KTM,JFK,2023-12-28,2023-12-28,1560,3,26
Cathay Pacific,KTM,JFK,2023-12-28,2023-12-29,1488,1,24
China Southern,KTM,JFK,2023-12-28,2023-12-29,1848,3,24
Emirates,KTM,JFK,2023-12-28,2023-12-28,1596,3,38
Qatar Airways,KTM,JFK,2023-12-28,2023-12-31,1305,3,29
Etihad,KTM,JFK,2023-12-28,2023-12-29,1034,2,22
Etihad,KTM,JFK,2023-12-28,2023-12-28,1410,2,30
Cathay Pacific,KTM,JFK,2023-12-28,2023-12-31,1488,3,24
Emirates,KTM,JFK,2023-12-28,2023-12-29,1638,3,39
Etihad,KTM,JFK,2023-12-28,2023-12-29,940,2,20
Air India,KTM,JFK,2023-12-28,2023-12-31,2262,3,39
China Southern,KTM,JFK,2023-12-29,2023-12-29,1554,1,21
Qatar Airways,KTM,JFK,2023-12-29,2023-12-30,1428,2,34
Air India,KTM,JFK,2023-12-29,2024-01-01,1188,1,22
Cathay Pacific,KTM,JFK,2023-12-29,2023-12-30,1566,1,27
Emirates,KTM,JFK,2023-12-29,2023-12-29,1599,2,41
China Southern,KTM,JFK,2023-12-29,2023-12-29,1560,1,24
China Southern,KTM,JFK,2023-12-29,2024-01-01,1950,3,30
Turkish Airlines,KTM,JFK,2023-12-29,2024-01-01,2223,3,39
Korean Air,KTM,JFK,2023-12-29,2024-01-01,1596,1,28
Korean Air,KTM,JFK,2023-12-29,2023-12-30,2736,3,48
Emirates,KTM,JFK,2023-12-29,2023-12-29,1287,2,33
China Southern,KTM,JFK,2023-12-29,2023-12-29,3330,3,45
China Southern,KTM,JFK,2023-12-29,2023-12-29,2275,3,35
China Southern,KTM,JFK,2023-12-29,2023-12-31,3256,1,44
Turkish Airlines,KTM,JFK,2023-12-29,2023-12-29,1710,2,30
Air India,KTM,JFK,2023-12-29,2023-12-29,2646,3,49
China Southern,KTM,JFK,2023-12-29,2023-12-31,2600,3,40
China Southern,KTM,JFK,2023-12-29,2023-12-31,3108,3,42
Turkish Airlines,KTM,JFK,2023-12-29,2023-12-29,1653,1,29
Qatar Airways,KTM,JFK,2023-12-29,2023-12-31,1638,1,39
Emirates,KTM,JFK,2023-12-29,2023-12-29,780,3,20
Emirates,KTM,JFK,2023-12-29,2023-12-30,1482,3,38
Korean Air,KTM,JFK,2023-12-29,2023-12-29,2736,2,48
China Southern,KTM,JFK,2023-12-29,2023-12-30,2145,1,33
Air India,KTM,JFK,2023-12-29,2023-12-30,2052,3,38
Korean Air,KTM,JFK,2023-12-29,2024-01-01,1482,3,26
Cathay Pacific,KTM,JFK,2023-12-29,2023-12-30,1624,1,28
Air India,KTM,JFK,2023-12-29,2023-12-29,1458,2,27
Turkish Airlines,KTM,JFK,2023-12-29,2024-01-01,1653,2,29
Turkish Airlines,KTM,JFK,2023-12-29,2024-01-01,2850,3,50
Turkish Airlines,KTM,JFK,2023-12-29,2023-12-30,2052,2,36
Qatar Airways,KTM,JFK,2023-12-29,2023-12-29,1806,1,43
China Southern,KTM,JFK,2023-12-29,2023-12-29,1430,3,22
Cathay Pacific,KTM,JFK,2023-12-29,2023-12-30,1218,1,21
Emirates,KTM,JFK,2023-12-29,2024-01-01,1950,1,50
Etihad,KTM,JFK,2023-12-29,2023-12-30,1035,1,23
Qatar Airways,KTM,JFK,2023-12-29,2023-12-31,1806,3,43
Qatar Airways,KTM,JFK,2023-12-29,2023-12-29,1260,3,30
Korean Air,KTM,JFK,2023-12-29,2023-12-31,1254,1,22
Cathay Pacific,KTM,JFK,2023-12-29,2023-12-29,2436,3,42
China Southern,KTM,JFK,2023-12-29,2023-12-29,1554,2,21
Emirates,KTM,JFK,2023-12-29,2023-12-30,1326,2,34
Qatar Airways,KTM,JFK,2023-12-29,2023-12-31,1764,3,42
Etihad,KTM,JFK,2023-12-29,2024-01-01,1395,2,31
Etihad,KTM,JFK,2023-12-29,2023-12-31,1575,1,35
Air India,KTM,JFK,2023-12-29,2024-01-01,2106,2,39
Emirates,KTM,JFK,2023-12-29,2024-01-01,1287,1,33
Etihad,KTM,JFK,2023-12-29,2024-01-01,1665,2,37
China Southern,KTM,JFK,2023-12-30,2024-01-02,2368,3,32
Qatar Airways,KTM,JFK,2023-12-30,2024-01-02,1890,3,45
Air India,KTM,JFK,2023-12-30,2024-01-02,1404,3,26
Cathay Pacific,KTM,JFK,2023-12-30,2024-01-02,1566,2,27
Emirates,KTM,JFK,2023-12-30,2024-01-02,1521,3,39
China Southern,KTM,JFK,2023-12-30,2024-01-02,1690,2,26
China Southern,KTM,JFK,2023-12-30,2023-12-30,2080,2,32
Turkish Airlines,KTM,JFK,2023-12-30,2023-12-30,1995,1,35
Korean Air,KTM,JFK,2023-12-30,2023-12-30,1368,2,24
Korean Air,KTM,JFK,2023-12-30,2024-01-02,1482,1,26
Emirates,KTM,JFK,2023-12-30,2024-01-01,780,2,20
China Southern,KTM,JFK,2023-12-30,2024-01-01,2812,2,38
China Southern,KTM,JFK,2023-12-30,2024-01-02,1950,2,30
China Southern,KTM,JFK,2023-12-30,2024-01-02,2664,2,36
Turkish Airlines,KTM,JFK,2023-12-30,2023-12-31,2508,2,44
Air India,KTM,JFK,2023-12-30,2023-12-31,1782,3,33
China Southern,KTM,JFK,2023-12-30,2024-01-01,2860,3,44
China Southern,KTM,JFK,2023-12-30,2024-01-02,1554,2,21
Turkish Airlines,KTM,JFK,2023-12-30,2024-01-02,2109,3,37
Qatar Airways,KTM,JFK,2023-12-30,2024-01-02,966,1,23
Emirates,KTM,JFK,2023-12-30,2024-01-02,858,2,22
Emirates,KTM,JFK,2023-12-30,2023-12-30,1755,2,45
Korean Air,KTM,JFK,2023-12-30,2023-12-30,2622,3,46
China Southern,KTM,JFK,2023-12-30,2023-12-31,3120,3,48
Air India,KTM,JFK,2023-12-30,2024-01-01,2268,1,42
Korean Air,KTM,JFK,2023-12-30,2024-01-01,1425,2,25
Cathay Pacific,KTM,JFK,2023-12-30,2024-01-01,1914,3,33
Air India,KTM,JFK,2023-12-30,2024-01-02,2268,1,42
Turkish Airlines,KTM,JFK,2023-12-30,2024-01-02,1140,3,20
Turkish Airlines,KTM,JFK,2023-12-30,2024-01-02,2394,2,42
Turkish Airlines,KTM,JFK,2023-12-30,2023-12-31,1938,1,34
Qatar Airways,KTM,JFK,2023-12-30,2023-12-31,2016,3,48
China Southern,KTM,JFK,2023-12-30,2024-01-01,2015,2,31
Cathay Pacific,KTM,JFK,2023-12-30,2024-01-01,1914,2,33
Emirates,KTM,JFK,2023-12-30,2024-01-01,819,3,21
Etihad,KTM,JFK,2023-12-30,2024-01-02,900,2,20
Qatar Airways,KTM,JFK,2023-12-30,2024-01-02,1932,3,46
Qatar Airways,KTM,JFK,2023-12-30,2024-01-01,924,3,22
Korean Air,KTM,JFK,2023-12-30,2023-12-30,2223,1,39
Cathay Pacific,KTM,JFK,2023-12-30,2024-01-02,2378,3,41
China Southern,KTM,JFK,2023-12-30,2024-01-02,3700,2,50
Emirates,KTM,JFK,2023-12-30,2024-01-01,1560,1,40
Qatar Airways,KTM,JFK,2023-12-30,2023-12-30,1218,2,29
Etihad,KTM,JFK,2023-12-30,2024-01-01,1530,3,34
Etihad,KTM,JFK,2023-12-30,2024-01-02,945,1,21
Air India,KTM,JFK,2023-12-30,2023-12-31,2268,2,42
Emirates,KTM,JFK,2023-12-30,2023-12-30,1053,3,27
Etihad,KTM,JFK,2023-12-30,2023-12-30,1125,1,25
China Southern,KTM,JFK,2023-12-31,2024-01-03,2886,2,39
Qatar Airways,KTM,JFK,2023-12-31,2024-01-03,1218,3,29
Air India,KTM,JFK,2023-12-31,2024-01-02,2376,1,44
Cathay Pacific,KTM,JFK,2023-12-31,2024-01-01,2610,3,45
Emirates,KTM,JFK,2023-12-31,2024-01-02,858,2,22
China Southern,KTM,JFK,2023-12-31,2024-01-01,1625,3,25
China Southern,KTM,JFK,2023-12-31,2024-01-02,1300,3,20
Turkish Airlines,KTM,JFK,2023-12-31,2024-01-03,1995,1,35
Korean Air,KTM,JFK,2023-12-31,2024-01-02,1425,1,25
Korean Air,KTM,JFK,2023-12-31,2024-01-01,1767,2,31
Emirates,KTM,JFK,2023-12-31,2023-12-31,1443,2,37
China Southern,KTM,JFK,2023-12-31,2024-01-02,3404,3,46
China Southern,KTM,JFK,2023-12-31,2024-01-02,3055,3,47
China Southern,KTM,JFK,2023-12-31,2023-12-31,3552,1,48
Turkish Airlines,KTM,JFK,2023-12-31,2024-01-01,1596,1,28
Air India,KTM,JFK,2023-12-31,2023-12-31,2592,1,48
China Southern,KTM,JFK,2023-12-31,2023-12-31,2665,2,41
China Southern,KTM,JFK,2023-12-31,2024-01-02,2294,1,31
Turkish Airlines,KTM,JFK,2023-12-31,2024-01-03,2736,1,48
Qatar Airways,KTM,JFK,2023-12-31,2024-01-02,1008,3,24
Emirates,KTM,JFK,2023-12-31,2023-12-31,1131,1,29
Emirates,KTM,JFK,2023-12-31,2023-12-31,1053,2,27
Korean Air,KTM,JFK,2023-12-31,2024-01-01,2679,2,47
China Southern,KTM,JFK,2023-12-31,2024-01-03,2795,2,43
Air India,KTM,JFK,2023-12-31,2024-01-03,1836,1,34
Korean Air,KTM,JFK,2023-12-31,2024-01-03,2223,2,39
Cathay Pacific,KTM,JFK,2023-12-31,2024-01-02,2784,3,48
Air India,KTM,JFK,2023-12-31,2024-01-01,2214,2,41
Turkish Airlines,KTM,JFK,2023-12-31,2023-12-31,1368,2,24
Turkish Airlines,KTM,JFK,2023-12-31,2024-01-02,2679,1,47
Turkish Airlines,KTM,JFK,2023-12-31,2024-01-02,2394,3,42
Qatar Airways,KTM,JFK,2023-12-31,2023-12-31,1050,3,25
China Southern,KTM,JFK,2023-12-31,2024-01-03,1365,3,21
Cathay Pacific,KTM,JFK,2023-12-31,2023-12-31,1914,1,33
Emirates,KTM,JFK,2023-12-31,2024-01-01,1326,3,34
Etihad,KTM,JFK,2023-12-31,2023-12-31,945,1,21
Qatar Airways,KTM,JFK,2023-12-31,2023-12-31,1134,3,27
Qatar Airways,KTM,JFK,2023-12-31,2024-01-02,1428,1,34
Korean Air,KTM,JFK,2023-12-31,2023-12-31,2451,1,43
Cathay Pacific,KTM,JFK,2023-12-31,2023-12-31,1798,2,31
China Southern,KTM,JFK,2023-12-31,2024-01-03,2442,1,33
Emirates,KTM,JFK,2023-12-31,2023-12-31,1950,2,50
Qatar Airways,KTM,JFK,2023-12-31,2024-01-02,1596,2,38
Etihad,KTM,JFK,2023-12-31,2024-01-02,1710,3,38
Etihad,KTM,JFK,2023-12-31,2024-01-02,2205,1,49
Air India,KTM,JFK,2023-12-31,2024-01-02,1728,3,32
Emirates,KTM,JFK,2023-12-31,2024-01-02,1443,2,37
Etihad,KTM,JFK,2023-12-31,2023-12-31,1575,3,35
China Southern,KTM,JFK,2024-01-01,2024-01-03,3182,2,43
Qatar Airways,KTM,JFK,2024-01-01,2024-01-01,1472,2,32
Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,2262,1,39
China Southern,KTM,JFK,2024-01-01,2024-01-04,2368,1,32
China Southern,KTM,JFK,2024-01-01,2024-01-01,1625,1,25
Emirates,KTM,JFK,2024-01-01,2024-01-01,858,3,22
China Southern,KTM,JFK,2024-01-01,2024-01-03,2516,2,34
China Southern,KTM,JFK,2024-01-01,2024-01-01,2664,3,36
Etihad,KTM,JFK,2024-01-01,2024-01-02,1215,1,27
China Southern,KTM,JFK,2024-01-01,2024-01-03,1430,2,22
Etihad,KTM,JFK,2024-01-01,2024-01-02,1305,3,29
Korean Air,KTM,JFK,2024-01-01,2024-01-02,1824,1,32
China Southern,KTM,JFK,2024-01-01,2024-01-02,1430,3,22
Air India,KTM,JFK,2024-01-01,2024-01-04,1620,2,30
Korean Air,KTM,JFK,2024-01-01,2024-01-04,2736,2,48
Emirates,KTM,JFK,2024-01-01,2024-01-02,1014,1,26
Turkish Airlines,KTM,JFK,2024-01-01,2024-01-03,2223,3,39
Qatar Airways,KTM,JFK,2024-01-01,2024-01-04,1610,1,35
Korean Air,KTM,JFK,2024-01-01,2024-01-02,1254,2,22
China Southern,KTM,JFK,2024-01-01,2024-01-02,2925,3,45
China Southern,KTM,JFK,2024-01-01,2024-01-02,1924,1,26
Korean Air,KTM,JFK,2024-01-01,2024-01-02,2223,1,39
Cathay Pacific,KTM,JFK,2024-01-01,2024-01-03,2784,1,48
Qatar Airways,KTM,JFK,2024-01-01,2024-01-02,2070,1,45
