,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,Seasons,Day_of_the_week,is_weekend,Flight_Class
18059,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,300.0,1,5,Winter,Friday,False,Economy
18060,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,540.0,1,9,Winter,Friday,False,Business
18061,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,480.0,2,8,Winter,Friday,False,Economy
18062,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-15,539.0,2,7,Winter,Friday,False,Business
18063,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,472.0,2,8,Winter,Friday,False,Economy
18064,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,480.0,2,8,Winter,Friday,False,Economy
18065,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,295.0,1,5,Winter,Friday,False,Economy
18066,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,540.0,2,9,Winter,Friday,False,Business
18067,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,531.0,1,9,Winter,Friday,False,Business
18068,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,531.0,2,9,Winter,Friday,False,Business
18069,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,540.0,2,9,Winter,Friday,False,Business
18070,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-16,770.0,1,10,Winter,Friday,False,Business
18071,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,590.0,1,10,Winter,Friday,False,Business
18072,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,360.0,2,6,Winter,Friday,False,Economy
18073,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,413.0,2,7,Winter,Friday,False,Economy
18074,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-16,462.0,1,6,Winter,Friday,False,Economy
18075,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,236.0,2,4,Winter,Friday,False,Economy
18076,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-15,462.0,1,6,Winter,Friday,False,Economy
18077,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,240.0,1,4,Winter,Friday,False,Economy
18078,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-16,693.0,1,9,Winter,Friday,False,Business
18079,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,354.0,2,6,Winter,Friday,False,Economy
18080,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,354.0,2,6,Winter,Friday,False,Economy
18081,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,531.0,1,9,Winter,Friday,False,Business
18082,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,354.0,1,6,Winter,Friday,False,Economy
18083,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,540.0,1,9,Winter,Friday,False,Business
18084,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,236.0,1,4,Winter,Friday,False,Economy
18085,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,480.0,1,8,Winter,Friday,False,Economy
18086,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,413.0,2,7,Winter,Friday,False,Economy
18087,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-15,539.0,1,7,Winter,Friday,False,Business
18088,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-15,413.0,1,7,Winter,Friday,False,Economy
18089,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,590.0,1,10,Winter,Friday,False,Business
18090,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,600.0,2,10,Winter,Friday,False,Business
18091,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,540.0,2,9,Winter,Friday,False,Business
18092,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,600.0,2,10,Winter,Friday,False,Business
18093,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,480.0,2,8,Winter,Friday,False,Economy
18094,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-16,770.0,2,10,Winter,Friday,False,Business
18095,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-16,539.0,2,7,Winter,Friday,False,Business
18096,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,240.0,2,4,Winter,Friday,False,Economy
18097,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-15,420.0,1,7,Winter,Friday,False,Economy
18098,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,295.0,2,5,Winter,Friday,False,Economy
18099,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,295.0,2,5,Winter,Friday,False,Economy
18100,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-15,462.0,2,6,Winter,Friday,False,Economy
18101,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-15,770.0,2,10,Winter,Friday,False,Business
18102,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,600.0,2,10,Winter,Friday,False,Business
18103,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,472.0,1,8,Winter,Friday,False,Economy
18104,IndiGo,New Delhi,Kathmandu,2023-12-15,2023-12-16,354.0,2,6,Winter,Friday,False,Economy
18105,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-15,539.0,2,7,Winter,Friday,False,Business
18106,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,240.0,2,4,Winter,Friday,False,Economy
18107,Nepal Airlines,New Delhi,Kathmandu,2023-12-15,2023-12-15,539.0,2,7,Winter,Friday,False,Business
18108,Air India,New Delhi,Kathmandu,2023-12-15,2023-12-16,420.0,1,7,Winter,Friday,False,Economy
18109,Air India,London,Kathmandu,2023-12-17,2023-12-18,875.0,1,25,Winter,Sunday,True,Business
18110,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,1215.0,2,27,Winter,Sunday,True,First
18111,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,2072.0,2,28,Winter,Sunday,True,First
18112,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,1125.0,2,25,Winter,Sunday,True,First
18113,Emirates,London,Kathmandu,2023-12-17,2023-12-17,442.0,1,17,Winter,Sunday,True,Economy
18114,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,1125.0,2,25,Winter,Sunday,True,First
18115,Emirates,London,Kathmandu,2023-12-17,2023-12-19,702.0,2,27,Winter,Sunday,True,Business
18116,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1332.0,2,18,Winter,Sunday,True,First
18117,Air India,London,Kathmandu,2023-12-17,2023-12-17,840.0,2,24,Winter,Sunday,True,Business
18118,Air India,London,Kathmandu,2023-12-17,2023-12-18,735.0,2,21,Winter,Sunday,True,Business
18119,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,765.0,2,17,Winter,Sunday,True,Business
18120,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,1125.0,2,25,Winter,Sunday,True,First
18121,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1628.0,1,22,Winter,Sunday,True,First
18122,Air India,London,Kathmandu,2023-12-17,2023-12-17,630.0,1,18,Winter,Sunday,True,Business
18123,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-17,1702.0,2,23,Winter,Sunday,True,First
18124,Air India,London,Kathmandu,2023-12-17,2023-12-19,805.0,2,23,Winter,Sunday,True,Business
18125,Air India,London,Kathmandu,2023-12-17,2023-12-17,805.0,2,23,Winter,Sunday,True,Business
18126,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,765.0,2,17,Winter,Sunday,True,Business
18127,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1480.0,2,20,Winter,Sunday,True,First
18128,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,945.0,2,21,Winter,Sunday,True,Business
18129,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,1170.0,2,26,Winter,Sunday,True,First
18130,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1184.0,1,16,Winter,Sunday,True,First
18131,Air India,London,Kathmandu,2023-12-17,2023-12-19,700.0,1,20,Winter,Sunday,True,Business
18132,Air India,London,Kathmandu,2023-12-17,2023-12-19,630.0,2,18,Winter,Sunday,True,Business
18133,Emirates,London,Kathmandu,2023-12-17,2023-12-19,520.0,1,20,Winter,Sunday,True,Business
18134,Air India,London,Kathmandu,2023-12-17,2023-12-18,980.0,1,28,Winter,Sunday,True,Business
18135,Emirates,London,Kathmandu,2023-12-17,2023-12-19,494.0,1,19,Winter,Sunday,True,Economy
18136,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1924.0,2,26,Winter,Sunday,True,First
18137,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,2072.0,2,28,Winter,Sunday,True,First
18138,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,1170.0,1,26,Winter,Sunday,True,First
18139,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,900.0,1,20,Winter,Sunday,True,Business
18140,Emirates,London,Kathmandu,2023-12-17,2023-12-17,702.0,2,27,Winter,Sunday,True,Business
18141,Air India,London,Kathmandu,2023-12-17,2023-12-19,980.0,1,28,Winter,Sunday,True,Business
18142,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,1035.0,2,23,Winter,Sunday,True,First
18143,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1554.0,2,21,Winter,Sunday,True,First
18144,Emirates,London,Kathmandu,2023-12-17,2023-12-18,468.0,2,18,Winter,Sunday,True,Economy
18145,Emirates,London,Kathmandu,2023-12-17,2023-12-18,546.0,1,21,Winter,Sunday,True,Business
18146,Emirates,London,Kathmandu,2023-12-17,2023-12-17,468.0,1,18,Winter,Sunday,True,Economy
18147,Emirates,London,Kathmandu,2023-12-17,2023-12-19,624.0,1,24,Winter,Sunday,True,Business
18148,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,1170.0,2,26,Winter,Sunday,True,First
18149,Air India,London,Kathmandu,2023-12-17,2023-12-17,910.0,1,26,Winter,Sunday,True,Business
18150,Emirates,London,Kathmandu,2023-12-17,2023-12-18,676.0,1,26,Winter,Sunday,True,Business
18151,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1258.0,1,17,Winter,Sunday,True,First
18152,Air India,London,Kathmandu,2023-12-17,2023-12-17,875.0,1,25,Winter,Sunday,True,Business
18153,Emirates,London,Kathmandu,2023-12-17,2023-12-17,572.0,2,22,Winter,Sunday,True,Business
18154,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-17,1776.0,2,24,Winter,Sunday,True,First
18155,Emirates,London,Kathmandu,2023-12-17,2023-12-19,624.0,1,24,Winter,Sunday,True,Business
18156,Air India,London,Kathmandu,2023-12-17,2023-12-19,805.0,1,23,Winter,Sunday,True,Business
18157,Air India,London,Kathmandu,2023-12-17,2023-12-18,595.0,2,17,Winter,Sunday,True,Business
18158,Air India,London,Kathmandu,2023-12-17,2023-12-17,735.0,2,21,Winter,Sunday,True,Business
18159,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,765.0,1,17,Winter,Sunday,True,Business
18160,Air India,London,Kathmandu,2023-12-17,2023-12-18,910.0,1,26,Winter,Sunday,True,Business
18161,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1850.0,2,25,Winter,Sunday,True,First
18162,Air India,London,Kathmandu,2023-12-17,2023-12-17,945.0,1,27,Winter,Sunday,True,Business
18163,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,765.0,1,17,Winter,Sunday,True,Business
18164,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,945.0,2,21,Winter,Sunday,True,Business
18165,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,855.0,2,19,Winter,Sunday,True,Business
18166,Emirates,London,Kathmandu,2023-12-17,2023-12-17,416.0,2,16,Winter,Sunday,True,Economy
18167,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1850.0,1,25,Winter,Sunday,True,First
18168,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1850.0,1,25,Winter,Sunday,True,First
18169,Emirates,London,Kathmandu,2023-12-17,2023-12-18,416.0,1,16,Winter,Sunday,True,Economy
18170,Air India,London,Kathmandu,2023-12-17,2023-12-17,840.0,2,24,Winter,Sunday,True,Business
18171,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1850.0,1,25,Winter,Sunday,True,First
18172,Emirates,London,Kathmandu,2023-12-17,2023-12-17,598.0,1,23,Winter,Sunday,True,Business
18173,Air India,London,Kathmandu,2023-12-17,2023-12-19,735.0,2,21,Winter,Sunday,True,Business
18174,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1480.0,2,20,Winter,Sunday,True,First
18175,Air India,London,Kathmandu,2023-12-17,2023-12-18,735.0,2,21,Winter,Sunday,True,Business
18176,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,720.0,1,16,Winter,Sunday,True,Business
18177,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1776.0,1,24,Winter,Sunday,True,First
18178,Air India,London,Kathmandu,2023-12-17,2023-12-19,980.0,2,28,Winter,Sunday,True,Business
18179,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,990.0,2,22,Winter,Sunday,True,Business
18180,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,720.0,2,16,Winter,Sunday,True,Business
18181,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1554.0,1,21,Winter,Sunday,True,First
18182,Emirates,London,Kathmandu,2023-12-17,2023-12-17,468.0,1,18,Winter,Sunday,True,Economy
18183,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1924.0,1,26,Winter,Sunday,True,First
18184,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,2072.0,2,28,Winter,Sunday,True,First
18185,Emirates,London,Kathmandu,2023-12-17,2023-12-18,598.0,2,23,Winter,Sunday,True,Business
18186,Emirates,London,Kathmandu,2023-12-17,2023-12-19,728.0,1,28,Winter,Sunday,True,Business
18187,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,720.0,2,16,Winter,Sunday,True,Business
18188,Air India,London,Kathmandu,2023-12-17,2023-12-17,840.0,2,24,Winter,Sunday,True,Business
18189,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,900.0,2,20,Winter,Sunday,True,Business
18190,Emirates,London,Kathmandu,2023-12-17,2023-12-19,650.0,1,25,Winter,Sunday,True,Business
18191,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-17,1554.0,2,21,Winter,Sunday,True,First
18192,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,2072.0,2,28,Winter,Sunday,True,First
18193,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1480.0,2,20,Winter,Sunday,True,First
18194,Air India,London,Kathmandu,2023-12-17,2023-12-17,840.0,2,24,Winter,Sunday,True,Business
18195,Emirates,London,Kathmandu,2023-12-17,2023-12-17,468.0,1,18,Winter,Sunday,True,Economy
18196,Emirates,London,Kathmandu,2023-12-17,2023-12-17,546.0,1,21,Winter,Sunday,True,Business
18197,Air India,London,Kathmandu,2023-12-17,2023-12-17,805.0,2,23,Winter,Sunday,True,Business
18198,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-17,1258.0,1,17,Winter,Sunday,True,First
18199,Emirates,London,Kathmandu,2023-12-17,2023-12-18,650.0,1,25,Winter,Sunday,True,Business
18200,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,855.0,1,19,Winter,Sunday,True,Business
18201,Emirates,London,Kathmandu,2023-12-17,2023-12-17,702.0,2,27,Winter,Sunday,True,Business
18202,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-18,1258.0,2,17,Winter,Sunday,True,First
18203,Air India,London,Kathmandu,2023-12-17,2023-12-19,700.0,2,20,Winter,Sunday,True,Business
18204,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1776.0,1,24,Winter,Sunday,True,First
18205,Air India,London,Kathmandu,2023-12-17,2023-12-19,700.0,2,20,Winter,Sunday,True,Business
18206,Air India,London,Kathmandu,2023-12-17,2023-12-18,910.0,2,26,Winter,Sunday,True,Business
18207,Air India,London,Kathmandu,2023-12-17,2023-12-18,595.0,2,17,Winter,Sunday,True,Business
18208,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,765.0,2,17,Winter,Sunday,True,Business
18209,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-19,1170.0,2,26,Winter,Sunday,True,First
18210,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-17,1628.0,1,22,Winter,Sunday,True,First
18211,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-18,810.0,2,18,Winter,Sunday,True,Business
18212,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1702.0,1,23,Winter,Sunday,True,First
18213,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1702.0,2,23,Winter,Sunday,True,First
18214,Air India,London,Kathmandu,2023-12-17,2023-12-19,875.0,2,25,Winter,Sunday,True,Business
18215,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-17,1406.0,1,19,Winter,Sunday,True,First
18216,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1554.0,2,21,Winter,Sunday,True,First
18217,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-17,1850.0,2,25,Winter,Sunday,True,First
18218,Emirates,London,Kathmandu,2023-12-17,2023-12-18,624.0,1,24,Winter,Sunday,True,Business
18219,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,765.0,2,17,Winter,Sunday,True,Business
18220,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,810.0,1,18,Winter,Sunday,True,Business
18221,Emirates,London,Kathmandu,2023-12-17,2023-12-19,442.0,2,17,Winter,Sunday,True,Economy
18222,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,810.0,1,18,Winter,Sunday,True,Business
18223,Emirates,London,Kathmandu,2023-12-17,2023-12-17,650.0,1,25,Winter,Sunday,True,Business
18224,Emirates,London,Kathmandu,2023-12-17,2023-12-17,546.0,1,21,Winter,Sunday,True,Business
18225,Turkish Airlines,London,Kathmandu,2023-12-17,2023-12-19,1998.0,1,27,Winter,Sunday,True,First
18226,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,1035.0,1,23,Winter,Sunday,True,First
18227,Emirates,London,Kathmandu,2023-12-17,2023-12-18,442.0,1,17,Winter,Sunday,True,Economy
18228,Air India,London,Kathmandu,2023-12-17,2023-12-17,875.0,1,25,Winter,Sunday,True,Business
18229,Emirates,London,Kathmandu,2023-12-17,2023-12-19,546.0,2,21,Winter,Sunday,True,Business
18230,Qatar Airways,London,Kathmandu,2023-12-17,2023-12-17,765.0,1,17,Winter,Sunday,True,Business
18231,Emirates,London,Kathmandu,2023-12-17,2023-12-17,520.0,2,20,Winter,Sunday,True,Business
18232,Air India,London,Kathmandu,2023-12-17,2023-12-18,980.0,1,28,Winter,Sunday,True,Business
18233,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-19,1264.0,1,16,Winter,Sunday,True,First
18234,Air India,Kathmandu,Sydney,2023-12-17,2023-12-19,1827.0,1,21,Winter,Sunday,True,First
18235,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-19,5481.0,1,29,Winter,Sunday,True,First
18236,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,3393.0,2,39,Winter,Sunday,True,First
18237,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-19,7371.0,1,39,Winter,Sunday,True,First
18238,Air India,Kathmandu,Sydney,2023-12-17,2023-12-19,2958.0,2,34,Winter,Sunday,True,First
18239,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-18,1595.0,1,29,Winter,Sunday,True,First
18240,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-18,1320.0,2,24,Winter,Sunday,True,First
18241,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,5103.0,1,27,Winter,Sunday,True,First
18242,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-17,3002.0,2,38,Winter,Sunday,True,First
18243,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,3306.0,1,38,Winter,Sunday,True,First
18244,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,2001.0,1,23,Winter,Sunday,True,First
18245,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-17,1155.0,2,21,Winter,Sunday,True,First
18246,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-18,2133.0,1,27,Winter,Sunday,True,First
18247,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-17,1210.0,2,22,Winter,Sunday,True,First
18248,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-17,1659.0,1,21,Winter,Sunday,True,First
18249,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-18,2370.0,2,30,Winter,Sunday,True,First
18250,Air India,Kathmandu,Sydney,2023-12-17,2023-12-17,2958.0,2,34,Winter,Sunday,True,First
18251,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-18,1760.0,1,32,Winter,Sunday,True,First
18252,Air India,Kathmandu,Sydney,2023-12-17,2023-12-19,1653.0,2,19,Winter,Sunday,True,First
18253,Air India,Kathmandu,Sydney,2023-12-17,2023-12-17,1914.0,1,22,Winter,Sunday,True,First
18254,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-19,3002.0,1,38,Winter,Sunday,True,First
18255,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-18,3160.0,1,40,Winter,Sunday,True,First
18256,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-19,2370.0,1,30,Winter,Sunday,True,First
18257,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,4158.0,2,22,Winter,Sunday,True,First
18258,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-19,6048.0,1,32,Winter,Sunday,True,First
18259,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-19,3780.0,1,20,Winter,Sunday,True,First
18260,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,6993.0,1,37,Winter,Sunday,True,First
18261,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-17,1650.0,1,30,Winter,Sunday,True,First
18262,Air India,Kathmandu,Sydney,2023-12-17,2023-12-19,2610.0,1,30,Winter,Sunday,True,First
18263,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,2001.0,1,23,Winter,Sunday,True,First
18264,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-19,4347.0,1,23,Winter,Sunday,True,First
18265,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-17,3002.0,2,38,Winter,Sunday,True,First
18266,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,1305.0,1,15,Winter,Sunday,True,First
18267,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-18,1650.0,2,30,Winter,Sunday,True,First
18268,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,7560.0,2,40,Winter,Sunday,True,First
18269,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-17,2291.0,2,29,Winter,Sunday,True,First
18270,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-17,5103.0,2,27,Winter,Sunday,True,First
18271,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-17,4914.0,2,26,Winter,Sunday,True,First
18272,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,3045.0,2,35,Winter,Sunday,True,First
18273,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-17,1264.0,2,16,Winter,Sunday,True,First
18274,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,6993.0,2,37,Winter,Sunday,True,First
18275,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-18,1595.0,1,29,Winter,Sunday,True,First
18276,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-18,1422.0,2,18,Winter,Sunday,True,First
18277,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,7182.0,2,38,Winter,Sunday,True,First
18278,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-19,825.0,1,15,Winter,Sunday,True,Business
18279,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,6237.0,2,33,Winter,Sunday,True,First
18280,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-17,1738.0,2,22,Winter,Sunday,True,First
18281,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-19,3002.0,1,38,Winter,Sunday,True,First
18282,Air India,Kathmandu,Sydney,2023-12-17,2023-12-19,1305.0,1,15,Winter,Sunday,True,First
18283,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-17,2370.0,1,30,Winter,Sunday,True,First
18284,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-19,1650.0,2,30,Winter,Sunday,True,First
18285,Air India,Kathmandu,Sydney,2023-12-17,2023-12-17,1827.0,2,21,Winter,Sunday,True,First
18286,Air India,Kathmandu,Sydney,2023-12-17,2023-12-19,2262.0,2,26,Winter,Sunday,True,First
18287,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,2349.0,2,27,Winter,Sunday,True,First
18288,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-18,1595.0,1,29,Winter,Sunday,True,First
18289,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-19,2035.0,1,37,Winter,Sunday,True,First
18290,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-19,3591.0,1,19,Winter,Sunday,True,First
18291,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-18,1975.0,2,25,Winter,Sunday,True,First
18292,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-17,1705.0,1,31,Winter,Sunday,True,First
18293,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-17,6237.0,2,33,Winter,Sunday,True,First
18294,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-19,1100.0,1,20,Winter,Sunday,True,First
18295,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-19,1595.0,1,29,Winter,Sunday,True,First
18296,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-18,7182.0,1,38,Winter,Sunday,True,First
18297,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-19,3002.0,1,38,Winter,Sunday,True,First
18298,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,1392.0,1,16,Winter,Sunday,True,First
18299,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-17,880.0,2,16,Winter,Sunday,True,Business
18300,Cathay Pacific,Kathmandu,Sydney,2023-12-17,2023-12-19,3160.0,2,40,Winter,Sunday,True,First
18301,Air India,Kathmandu,Sydney,2023-12-17,2023-12-17,1305.0,2,15,Winter,Sunday,True,First
18302,Air India,Kathmandu,Sydney,2023-12-17,2023-12-18,2610.0,2,30,Winter,Sunday,True,First
18303,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-17,990.0,1,18,Winter,Sunday,True,Business
18304,Qatar Airways,Kathmandu,Sydney,2023-12-17,2023-12-18,1210.0,1,22,Winter,Sunday,True,First
18305,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-19,4158.0,2,22,Winter,Sunday,True,First
18306,China Southern,Kathmandu,Sydney,2023-12-17,2023-12-17,3402.0,1,18,Winter,Sunday,True,First
