,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,seasons,Day_of_the_week
883,Korean Air,KTM,JFK,2023-11-30,2023-12-01,2400,1,48,Autumn,Thursday
884,China Southern,KTM,JFK,2023-11-30,2023-12-03,2142,3,42,Autumn,Thursday
885,Qatar Airways,KTM,JFK,2023-11-30,2023-12-03,1295,3,35,Autumn,Thursday
886,Korean Air,KTM,JFK,2023-11-30,2023-12-03,2300,1,46,Autumn,Thursday
887,Etihad,KTM,JFK,2023-12-03,2023-12-05,2090,3,38,Winter,Sunday
888,Emirates,KTM,JFK,2023-12-03,2023-12-03,864,1,24,Winter,Sunday
889,Cathay Pacific,KTM,JFK,2023-12-03,2023-12-04,2220,1,37,Winter,Sunday
890,China Southern,KTM,JFK,2023-12-03,2023-12-02,1173,1,23,Winter,Sunday
891,Cathay Pacific,KTM,JFK,2023-12-03,2023-12-05,2340,2,39,Winter,Sunday
892,Turkish Airlines,KTM,JFK,2023-12-03,2023-12-03,1488,2,24,Winter,Sunday
893,China Southern,KTM,JFK,2023-12-03,2023-12-02,1702,3,46,Winter,Sunday
894,Cathay Pacific,KTM,JFK,2023-12-03,2023-12-04,2520,1,42,Winter,Sunday
895,Korean Air,KTM,JFK,2023-12-03,2023-12-05,1250,3,25,Winter,Sunday
896,Etihad,KTM,JFK,2023-12-03,2023-12-02,1485,1,27,Winter,Sunday
897,Korean Air,KTM,JFK,2023-12-03,2023-12-02,1900,1,38,Winter,Sunday
898,Qatar Airways,KTM,JFK,2023-12-03,2023-12-05,814,1,22,Winter,Sunday
899,China Southern,KTM,JFK,2023-12-03,2023-12-02,1443,1,39,Winter,Sunday
900,Emirates,KTM,JFK,2023-12-03,2023-12-04,1476,3,41,Winter,Sunday
901,China Southern,KTM,JFK,2023-12-03,2023-12-02,1734,2,34,Winter,Sunday
902,Turkish Airlines,KTM,JFK,2023-12-03,2023-12-04,2852,1,46,Winter,Sunday
903,Qatar Airways,KTM,JFK,2023-12-03,2023-12-04,1628,3,44,Winter,Sunday
904,Etihad,KTM,JFK,2023-12-03,2023-12-05,1320,1,24,Winter,Sunday
905,China Southern,KTM,JFK,2023-12-03,2023-12-02,1258,1,34,Winter,Sunday
906,China Southern,KTM,JFK,2023-12-03,2023-12-02,1739,2,47,Winter,Sunday
907,Emirates,KTM,JFK,2023-12-03,2023-12-03,1080,2,30,Winter,Sunday
908,Emirates,KTM,JFK,2023-12-03,2023-12-05,1620,1,45,Winter,Sunday
909,Qatar Airways,KTM,JFK,2023-12-03,2023-12-02,1665,2,45,Winter,Sunday
910,Qatar Airways,KTM,JFK,2023-12-03,2023-12-03,1628,2,44,Winter,Sunday
911,Korean Air,KTM,JFK,2023-12-03,2023-12-04,1100,1,22,Winter,Sunday
912,China Southern,KTM,JFK,2023-12-03,2023-12-02,1989,3,39,Winter,Sunday
913,Qatar Airways,KTM,JFK,2023-12-03,2023-12-04,1628,3,44,Winter,Sunday
914,Turkish Airlines,KTM,JFK,2023-12-03,2023-12-03,2542,3,41,Winter,Sunday
915,Emirates,KTM,JFK,2023-12-04,2023-12-04,936,2,26,Winter,Monday
916,Korean Air,KTM,JFK,2023-12-04,2023-12-04,1122,3,22,Winter,Monday
917,Turkish Airlines,KTM,JFK,2023-12-04,2023-12-05,2560,1,40,Winter,Monday
918,Turkish Airlines,KTM,JFK,2023-12-04,2023-12-07,1280,3,20,Winter,Monday
919,Korean Air,KTM,JFK,2023-12-04,2023-12-04,1173,1,23,Winter,Monday
920,Qatar Airways,KTM,JFK,2023-12-04,2023-12-06,1332,1,36,Winter,Monday
921,Emirates,KTM,JFK,2023-12-04,2023-12-07,1656,1,46,Winter,Monday
922,Turkish Airlines,KTM,JFK,2023-12-04,2023-12-05,2688,1,42,Winter,Monday
923,Etihad,KTM,JFK,2023-12-04,2023-12-06,1197,1,21,Winter,Monday
924,China Southern,KTM,JFK,2023-12-04,2023-12-06,1640,2,41,Winter,Monday
925,Korean Air,KTM,JFK,2023-12-04,2023-12-04,1071,2,21,Winter,Monday
926,Etihad,KTM,JFK,2023-12-04,2023-12-07,1938,3,34,Winter,Monday
927,Etihad,KTM,JFK,2023-12-04,2023-12-06,2109,2,37,Winter,Monday
928,Emirates,KTM,JFK,2023-12-04,2023-12-05,1044,1,29,Winter,Monday
929,Cathay Pacific,KTM,JFK,2023-12-04,2023-12-04,1426,1,23,Winter,Monday
930,China Southern,KTM,JFK,2023-12-04,2023-12-05,2014,2,38,Winter,Monday
931,Qatar Airways,KTM,JFK,2023-12-04,2023-12-06,999,2,27,Winter,Monday
932,China Southern,KTM,JFK,2023-12-04,2023-12-05,2544,3,48,Winter,Monday
933,China Southern,KTM,JFK,2023-12-04,2023-12-04,1920,3,48,Winter,Monday
934,China Southern,KTM,JFK,2023-12-04,2023-12-04,1908,1,36,Winter,Monday
935,Emirates,KTM,JFK,2023-12-04,2023-12-07,1620,3,45,Winter,Monday
936,Qatar Airways,KTM,JFK,2023-12-04,2023-12-07,1036,1,28,Winter,Monday
937,China Southern,KTM,JFK,2023-12-04,2023-12-05,1600,3,40,Winter,Monday
938,Cathay Pacific,KTM,JFK,2023-12-04,2023-12-04,1488,1,24,Winter,Monday
939,Turkish Airlines,KTM,JFK,2023-12-04,2023-12-04,1280,2,20,Winter,Monday
940,China Southern,KTM,JFK,2023-12-04,2023-12-05,1120,1,28,Winter,Monday
941,Qatar Airways,KTM,JFK,2023-12-04,2023-12-05,1443,3,39,Winter,Monday
942,Qatar Airways,KTM,JFK,2023-12-04,2023-12-05,1184,3,32,Winter,Monday
943,Qatar Airways,KTM,JFK,2023-12-04,2023-12-06,1665,2,45,Winter,Monday
944,Qatar Airways,KTM,JFK,2023-12-04,2023-12-04,1443,2,39,Winter,Monday
945,China Southern,KTM,JFK,2023-12-04,2023-12-06,1802,2,34,Winter,Monday
946,Emirates,KTM,JFK,2023-12-04,2023-12-05,900,3,25,Winter,Monday
947,Cathay Pacific,KTM,JFK,2023-12-04,2023-12-06,1922,1,31,Winter,Monday
948,Korean Air,KTM,JFK,2023-12-06,2023-12-08,2499,1,49,Winter,Wednesday
949,Emirates,KTM,JFK,2023-12-06,2023-12-09,1296,2,36,Winter,Wednesday
950,China Southern,KTM,JFK,2023-12-06,2023-12-09,800,1,20,Winter,Wednesday
951,China Southern,KTM,JFK,2023-12-06,2023-12-09,1325,2,25,Winter,Wednesday
952,Turkish Airlines,KTM,JFK,2023-12-06,2023-12-07,2240,2,35,Winter,Wednesday
953,Turkish Airlines,KTM,JFK,2023-12-06,2023-12-06,2368,3,37,Winter,Wednesday
954,China Southern,KTM,JFK,2023-12-06,2023-12-06,1800,2,45,Winter,Wednesday
955,Cathay Pacific,KTM,JFK,2023-12-06,2023-12-09,2480,2,40,Winter,Wednesday
956,China Southern,KTM,JFK,2023-12-06,2023-12-06,1040,1,26,Winter,Wednesday
957,Turkish Airlines,KTM,JFK,2023-12-06,2023-12-06,1792,1,28,Winter,Wednesday
958,Qatar Airways,KTM,JFK,2023-12-06,2023-12-06,962,3,26,Winter,Wednesday
959,Etihad,KTM,JFK,2023-12-06,2023-12-08,1995,3,35,Winter,Wednesday
960,Emirates,KTM,JFK,2023-12-06,2023-12-09,1800,3,50,Winter,Wednesday
961,China Southern,KTM,JFK,2023-12-06,2023-12-07,2544,2,48,Winter,Wednesday
962,Qatar Airways,KTM,JFK,2023-12-06,2023-12-07,1147,1,31,Winter,Wednesday
963,Etihad,KTM,JFK,2023-12-06,2023-12-07,2337,1,41,Winter,Wednesday
964,China Southern,KTM,JFK,2023-12-06,2023-12-07,1520,2,38,Winter,Wednesday
965,Etihad,KTM,JFK,2023-12-06,2023-12-08,1938,2,34,Winter,Wednesday
966,Emirates,KTM,JFK,2023-12-06,2023-12-08,828,3,23,Winter,Wednesday
967,Emirates,KTM,JFK,2023-12-06,2023-12-06,720,1,20,Winter,Wednesday
968,Qatar Airways,KTM,JFK,2023-12-06,2023-12-08,1073,1,29,Winter,Wednesday
969,Qatar Airways,KTM,JFK,2023-12-06,2023-12-09,740,1,20,Winter,Wednesday
970,Korean Air,KTM,JFK,2023-12-06,2023-12-09,1173,1,23,Winter,Wednesday
971,China Southern,KTM,JFK,2023-12-06,2023-12-06,2120,1,40,Winter,Wednesday
972,Qatar Airways,KTM,JFK,2023-12-06,2023-12-07,1517,1,41,Winter,Wednesday
973,Turkish Airlines,KTM,JFK,2023-12-06,2023-12-07,2176,2,34,Winter,Wednesday
974,Qatar Airways,KTM,JFK,2023-12-09,2023-12-11,858,1,22,Winter,Saturday
975,Cathay Pacific,KTM,JFK,2023-12-09,2023-12-09,1300,1,20,Winter,Saturday
976,Korean Air,KTM,JFK,2023-12-09,2023-12-10,2337,3,41,Winter,Saturday
977,Etihad,KTM,JFK,2023-12-09,2023-12-11,2460,1,41,Winter,Saturday
978,Emirates,KTM,JFK,2023-12-09,2023-12-12,1560,1,39,Winter,Saturday
979,China Southern,KTM,JFK,2023-12-09,2023-12-09,1815,1,33,Winter,Saturday
980,Korean Air,KTM,JFK,2023-12-09,2023-12-10,2793,1,49,Winter,Saturday
981,Turkish Airlines,KTM,JFK,2023-12-09,2023-12-09,2448,3,36,Winter,Saturday
982,China Southern,KTM,JFK,2023-12-09,2023-12-11,1650,2,30,Winter,Saturday
983,Cathay Pacific,KTM,JFK,2023-12-09,2023-12-11,2145,2,33,Winter,Saturday
984,Korean Air,KTM,JFK,2023-12-09,2023-12-12,1197,1,21,Winter,Saturday
985,Emirates,KTM,JFK,2023-12-09,2023-12-10,1600,1,40,Winter,Saturday
986,Turkish Airlines,KTM,JFK,2023-12-09,2023-12-09,2720,2,40,Winter,Saturday
987,Korean Air,KTM,JFK,2023-12-09,2023-12-12,2052,2,36,Winter,Saturday
988,China Southern,KTM,JFK,2023-12-09,2023-12-11,1218,3,29,Winter,Saturday
989,Etihad,KTM,JFK,2023-12-09,2023-12-10,1560,1,26,Winter,Saturday
990,Etihad,KTM,JFK,2023-12-09,2023-12-09,2280,1,38,Winter,Saturday
991,Turkish Airlines,KTM,JFK,2023-12-09,2023-12-10,1428,2,21,Winter,Saturday
992,Qatar Airways,KTM,JFK,2023-12-09,2023-12-11,897,1,23,Winter,Saturday
993,Emirates,KTM,JFK,2023-12-09,2023-12-09,960,3,24,Winter,Saturday
994,Emirates,KTM,JFK,2023-12-09,2023-12-12,1120,1,28,Winter,Saturday
995,Korean Air,KTM,JFK,2023-12-09,2023-12-09,1368,3,24,Winter,Saturday
996,Cathay Pacific,KTM,JFK,2023-12-09,2023-12-11,2730,1,42,Winter,Saturday
997,Korean Air,KTM,JFK,2023-12-09,2023-12-09,1482,2,26,Winter,Saturday
998,China Southern,KTM,JFK,2023-12-09,2023-12-10,1890,3,45,Winter,Saturday
999,Qatar Airways,KTM,JFK,2023-12-09,2023-12-12,1950,3,50,Winter,Saturday
1000,China Southern,KTM,JFK,2023-12-09,2023-12-11,2640,3,48,Winter,Saturday
1001,China Southern,KTM,JFK,2023-12-09,2023-12-09,1680,3,40,Winter,Saturday
1002,China Southern,KTM,JFK,2023-12-09,2023-12-09,2310,2,42,Winter,Saturday
1003,Emirates,KTM,JFK,2023-12-09,2023-12-11,1040,1,26,Winter,Saturday
1004,Turkish Airlines,KTM,JFK,2023-12-09,2023-12-09,2040,2,30,Winter,Saturday
1005,Qatar Airways,KTM,JFK,2023-12-09,2023-12-10,1716,1,44,Winter,Saturday
1006,Qatar Airways,KTM,JFK,2023-12-09,2023-12-11,1131,2,29,Winter,Saturday
1007,Korean Air,KTM,JFK,2023-12-09,2023-12-10,2565,2,45,Winter,Saturday
1008,China Southern,KTM,JFK,2023-12-09,2023-12-09,840,2,20,Winter,Saturday
1009,Qatar Airways,KTM,JFK,2023-12-09,2023-12-12,1560,3,40,Winter,Saturday
1010,Qatar Airways,KTM,JFK,2023-12-09,2023-12-10,819,1,21,Winter,Saturday
1011,Etihad,KTM,JFK,2023-12-09,2023-12-09,2940,1,49,Winter,Saturday
1012,China Southern,KTM,JFK,2023-12-09,2023-12-10,1260,3,30,Winter,Saturday
1013,Emirates,KTM,JFK,2023-12-09,2023-12-10,2000,3,50,Winter,Saturday
1014,Etihad,KTM,JFK,2023-12-09,2023-12-10,1680,3,28,Winter,Saturday
1015,China Southern,KTM,JFK,2023-12-11,2023-12-13,2640,3,48,Winter,Monday
1016,Korean Air,KTM,JFK,2023-12-11,2023-12-14,1710,2,30,Winter,Monday
1017,Emirates,KTM,JFK,2023-12-11,2023-12-14,1160,1,29,Winter,Monday
1018,Korean Air,KTM,JFK,2023-12-11,2023-12-12,1881,1,33,Winter,Monday
1019,Turkish Airlines,KTM,JFK,2023-12-11,2023-12-11,2652,2,39,Winter,Monday
1020,Etihad,KTM,JFK,2023-12-11,2023-12-14,2340,3,39,Winter,Monday
1021,Etihad,KTM,JFK,2023-12-11,2023-12-14,1860,2,31,Winter,Monday
1022,Korean Air,KTM,JFK,2023-12-11,2023-12-11,2337,1,41,Winter,Monday
1023,Korean Air,KTM,JFK,2023-12-11,2023-12-12,2394,1,42,Winter,Monday
1024,Qatar Airways,KTM,JFK,2023-12-11,2023-12-11,1794,2,46,Winter,Monday
1025,Emirates,KTM,JFK,2023-12-11,2023-12-13,1120,3,28,Winter,Monday
1026,Emirates,KTM,JFK,2023-12-11,2023-12-14,1080,3,27,Winter,Monday
1027,Turkish Airlines,KTM,JFK,2023-12-11,2023-12-14,1972,2,29,Winter,Monday
1028,China Southern,KTM,JFK,2023-12-11,2023-12-12,1302,3,31,Winter,Monday
1029,Cathay Pacific,KTM,JFK,2023-12-11,2023-12-13,2275,2,35,Winter,Monday
1030,Korean Air,KTM,JFK,2023-12-11,2023-12-14,1653,2,29,Winter,Monday
1031,Etihad,KTM,JFK,2023-12-11,2023-12-13,2400,3,40,Winter,Monday
1032,Qatar Airways,KTM,JFK,2023-12-11,2023-12-14,1755,1,45,Winter,Monday
1033,Korean Air,KTM,JFK,2023-12-11,2023-12-13,2052,2,36,Winter,Monday
1034,China Southern,KTM,JFK,2023-12-11,2023-12-13,1596,3,38,Winter,Monday
1035,Korean Air,KTM,JFK,2023-12-11,2023-12-13,2280,1,40,Winter,Monday
1036,Emirates,KTM,JFK,2023-12-11,2023-12-12,800,3,20,Winter,Monday
1037,Qatar Airways,KTM,JFK,2023-12-11,2023-12-13,897,3,23,Winter,Monday
1038,Etihad,KTM,JFK,2023-12-11,2023-12-11,2700,3,45,Winter,Monday
1039,Cathay Pacific,KTM,JFK,2023-12-11,2023-12-13,1560,2,24,Winter,Monday
1040,Turkish Airlines,KTM,JFK,2023-12-11,2023-12-12,2312,2,34,Winter,Monday
1041,Etihad,KTM,JFK,2023-12-11,2023-12-13,1380,3,23,Winter,Monday
1042,Emirates,KTM,JFK,2023-12-11,2023-12-13,1560,3,39,Winter,Monday
1043,Emirates,KTM,JFK,2023-12-11,2023-12-12,1800,1,45,Winter,Monday
1044,Qatar Airways,KTM,JFK,2023-12-11,2023-12-12,1872,1,48,Winter,Monday
1045,Qatar Airways,KTM,JFK,2023-12-11,2023-12-11,897,1,23,Winter,Monday
1046,China Southern,KTM,JFK,2023-12-11,2023-12-11,1100,3,20,Winter,Monday
1047,China Southern,KTM,JFK,2023-12-11,2023-12-12,2145,2,39,Winter,Monday
1048,Cathay Pacific,KTM,JFK,2023-12-11,2023-12-12,1885,3,29,Winter,Monday
1049,Emirates,KTM,JFK,2023-12-13,2023-12-14,1120,3,32,Winter,Wednesday
1050,Turkish Airlines,KTM,JFK,2023-12-13,2023-12-15,1449,1,23,Winter,Wednesday
1051,Turkish Airlines,KTM,JFK,2023-12-13,2023-12-13,2268,3,36,Winter,Wednesday
1052,Etihad,KTM,JFK,2023-12-13,2023-12-13,1815,2,33,Winter,Wednesday
1053,Korean Air,KTM,JFK,2023-12-13,2023-12-13,1300,3,25,Winter,Wednesday
1054,Qatar Airways,KTM,JFK,2023-12-13,2023-12-16,1443,3,39,Winter,Wednesday
1055,Emirates,KTM,JFK,2023-12-13,2023-12-14,1435,1,41,Winter,Wednesday
1056,Etihad,KTM,JFK,2023-12-13,2023-12-13,2695,1,49,Winter,Wednesday
1057,China Southern,KTM,JFK,2023-12-13,2023-12-14,1116,2,31,Winter,Wednesday
1058,Cathay Pacific,KTM,JFK,2023-12-13,2023-12-14,1440,2,20,Winter,Wednesday
1059,Turkish Airlines,KTM,JFK,2023-12-13,2023-12-14,1323,3,21,Winter,Wednesday
1060,China Southern,KTM,JFK,2023-12-13,2023-12-15,1368,3,38,Winter,Wednesday
1061,Etihad,KTM,JFK,2023-12-13,2023-12-14,2475,2,45,Winter,Wednesday
1062,China Southern,KTM,JFK,2023-12-13,2023-12-16,1682,2,29,Winter,Wednesday
1063,Cathay Pacific,KTM,JFK,2023-12-13,2023-12-13,2736,1,38,Winter,Wednesday
1064,China Southern,KTM,JFK,2023-12-13,2023-12-14,1740,3,30,Winter,Wednesday
1065,Qatar Airways,KTM,JFK,2023-12-13,2023-12-13,1628,3,44,Winter,Wednesday
1066,Korean Air,KTM,JFK,2023-12-13,2023-12-13,1924,2,37,Winter,Wednesday
1067,China Southern,KTM,JFK,2023-12-13,2023-12-15,1620,1,45,Winter,Wednesday
1068,Korean Air,KTM,JFK,2023-12-13,2023-12-13,2496,1,48,Winter,Wednesday
1069,Emirates,KTM,JFK,2023-12-13,2023-12-15,700,2,20,Winter,Wednesday
1070,Qatar Airways,KTM,JFK,2023-12-13,2023-12-15,1665,1,45,Winter,Wednesday
1071,China Southern,KTM,JFK,2023-12-13,2023-12-13,1548,2,43,Winter,Wednesday
1072,Cathay Pacific,KTM,JFK,2023-12-13,2023-12-14,2520,3,35,Winter,Wednesday
1073,Etihad,KTM,JFK,2023-12-13,2023-12-16,1650,2,30,Winter,Wednesday
1074,China Southern,KTM,JFK,2023-12-13,2023-12-13,1620,3,45,Winter,Wednesday
1075,Emirates,KTM,JFK,2023-12-13,2023-12-16,1540,1,44,Winter,Wednesday
1076,Emirates,KTM,JFK,2023-12-13,2023-12-16,805,3,23,Winter,Wednesday
1077,Qatar Airways,KTM,JFK,2023-12-13,2023-12-16,925,3,25,Winter,Wednesday
1078,Qatar Airways,KTM,JFK,2023-12-13,2023-12-14,1813,2,49,Winter,Wednesday
1079,Korean Air,KTM,JFK,2023-12-13,2023-12-13,2548,1,49,Winter,Wednesday
1080,China Southern,KTM,JFK,2023-12-13,2023-12-13,1914,1,33,Winter,Wednesday
1081,Cathay Pacific,KTM,JFK,2023-12-13,2023-12-15,3024,2,42,Winter,Wednesday
1082,Turkish Airlines,KTM,JFK,2023-12-15,2023-12-18,1827,1,29,Winter,Friday
1083,Emirates,KTM,JFK,2023-12-15,2023-12-15,1085,2,31,Winter,Friday
1084,Cathay Pacific,KTM,JFK,2023-12-15,2023-12-16,2520,3,35,Winter,Friday
1085,Emirates,KTM,JFK,2023-12-15,2023-12-17,840,3,24,Winter,Friday
1086,Turkish Airlines,KTM,JFK,2023-12-15,2023-12-17,2268,2,36,Winter,Friday
1087,Turkish Airlines,KTM,JFK,2023-12-15,2023-12-17,2520,1,40,Winter,Friday
1088,China Southern,KTM,JFK,2023-12-15,2023-12-18,1800,1,50,Winter,Friday
1089,Etihad,KTM,JFK,2023-12-15,2023-12-18,1925,1,35,Winter,Friday
1090,Cathay Pacific,KTM,JFK,2023-12-15,2023-12-17,1512,3,21,Winter,Friday
1091,Etihad,KTM,JFK,2023-12-15,2023-12-15,1870,2,34,Winter,Friday
1092,China Southern,KTM,JFK,2023-12-15,2023-12-18,2610,3,45,Winter,Friday
1093,China Southern,KTM,JFK,2023-12-15,2023-12-18,1764,2,49,Winter,Friday
1094,China Southern,KTM,JFK,2023-12-15,2023-12-17,1624,2,28,Winter,Friday
1095,Qatar Airways,KTM,JFK,2023-12-15,2023-12-17,1332,1,36,Winter,Friday
1096,Korean Air,KTM,JFK,2023-12-15,2023-12-16,1040,1,20,Winter,Friday
1097,Etihad,KTM,JFK,2023-12-15,2023-12-18,2035,3,37,Winter,Friday
1098,Korean Air,KTM,JFK,2023-12-15,2023-12-16,1560,2,30,Winter,Friday
1099,Emirates,KTM,JFK,2023-12-15,2023-12-17,1680,2,48,Winter,Friday
1100,Qatar Airways,KTM,JFK,2023-12-15,2023-12-17,1221,1,33,Winter,Friday
1101,Etihad,KTM,JFK,2023-12-15,2023-12-16,2420,2,44,Winter,Friday
1102,China Southern,KTM,JFK,2023-12-15,2023-12-16,972,3,27,Winter,Friday
1103,Etihad,KTM,JFK,2023-12-15,2023-12-16,2035,1,37,Winter,Friday
1104,Emirates,KTM,JFK,2023-12-15,2023-12-15,1120,3,32,Winter,Friday
1105,Emirates,KTM,JFK,2023-12-15,2023-12-15,1435,2,41,Winter,Friday
1106,Qatar Airways,KTM,JFK,2023-12-15,2023-12-16,888,2,24,Winter,Friday
1107,Qatar Airways,KTM,JFK,2023-12-15,2023-12-18,1517,3,41,Winter,Friday
1108,Korean Air,KTM,JFK,2023-12-15,2023-12-16,1248,1,24,Winter,Friday
1109,China Southern,KTM,JFK,2023-12-15,2023-12-17,2204,1,38,Winter,Friday
1110,Qatar Airways,KTM,JFK,2023-12-15,2023-12-18,1776,1,48,Winter,Friday
1111,Korean Air,KTM,JFK,2023-12-15,2023-12-15,2236,3,43,Winter,Friday
1112,Turkish Airlines,KTM,JFK,2023-12-17,2023-12-19,2080,2,32,Winter,Sunday
1113,China Southern,KTM,JFK,2023-12-17,2023-12-19,1798,2,29,Winter,Sunday
1114,Cathay Pacific,KTM,JFK,2023-12-17,2023-12-19,2847,3,39,Winter,Sunday
1115,China Southern,KTM,JFK,2023-12-17,2023-12-20,2232,2,36,Winter,Sunday
1116,Etihad,KTM,JFK,2023-12-17,2023-12-19,2679,1,47,Winter,Sunday
1117,Etihad,KTM,JFK,2023-12-17,2023-12-20,1938,3,34,Winter,Sunday
1118,Cathay Pacific,KTM,JFK,2023-12-17,2023-12-19,1971,3,27,Winter,Sunday
1119,Turkish Airlines,KTM,JFK,2023-12-17,2023-12-18,1625,2,25,Winter,Sunday
1120,Cathay Pacific,KTM,JFK,2023-12-17,2023-12-17,2628,2,36,Winter,Sunday
1121,Etihad,KTM,JFK,2023-12-17,2023-12-19,1254,1,22,Winter,Sunday
1122,Etihad,KTM,JFK,2023-12-17,2023-12-17,2166,1,38,Winter,Sunday
1123,China Southern,KTM,JFK,2023-12-17,2023-12-17,2232,3,36,Winter,Sunday
1124,Cathay Pacific,KTM,JFK,2023-12-17,2023-12-20,3212,2,44,Winter,Sunday
1125,Korean Air,KTM,JFK,2023-12-17,2023-12-20,2475,1,45,Winter,Sunday
1126,Qatar Airways,KTM,JFK,2023-12-17,2023-12-19,800,1,20,Winter,Sunday
1127,Korean Air,KTM,JFK,2023-12-17,2023-12-18,2420,2,44,Winter,Sunday
1128,China Southern,KTM,JFK,2023-12-17,2023-12-19,1428,3,34,Winter,Sunday
1129,Turkish Airlines,KTM,JFK,2023-12-17,2023-12-19,2470,3,38,Winter,Sunday
1130,Emirates,KTM,JFK,2023-12-17,2023-12-18,1292,1,34,Winter,Sunday
1131,Qatar Airways,KTM,JFK,2023-12-17,2023-12-18,960,3,24,Winter,Sunday
1132,China Southern,KTM,JFK,2023-12-17,2023-12-17,1050,3,25,Winter,Sunday
1133,Cathay Pacific,KTM,JFK,2023-12-17,2023-12-20,1825,2,25,Winter,Sunday
1134,Etihad,KTM,JFK,2023-12-17,2023-12-17,1596,1,28,Winter,Sunday
1135,China Southern,KTM,JFK,2023-12-17,2023-12-20,840,3,20,Winter,Sunday
1136,Emirates,KTM,JFK,2023-12-17,2023-12-20,1444,3,38,Winter,Sunday
1137,Emirates,KTM,JFK,2023-12-17,2023-12-18,1748,3,46,Winter,Sunday
1138,Emirates,KTM,JFK,2023-12-17,2023-12-20,1634,3,43,Winter,Sunday
1139,Qatar Airways,KTM,JFK,2023-12-17,2023-12-17,1280,1,32,Winter,Sunday
1140,Korean Air,KTM,JFK,2023-12-17,2023-12-20,2310,2,42,Winter,Sunday
1141,Korean Air,KTM,JFK,2023-12-17,2023-12-20,1650,3,30,Winter,Sunday
1142,Qatar Airways,KTM,JFK,2023-12-17,2023-12-19,1560,2,39,Winter,Sunday
1143,Turkish Airlines,KTM,JFK,2023-12-17,2023-12-17,2145,2,33,Winter,Sunday
1144,Qatar Airways,KTM,JFK,2023-12-19,2023-12-20,1240,3,31,Winter,Tuesday
1145,Etihad,KTM,JFK,2023-12-19,2023-12-20,1767,1,31,Winter,Tuesday
1146,Turkish Airlines,KTM,JFK,2023-12-19,2023-12-20,1365,1,21,Winter,Tuesday
1147,China Southern,KTM,JFK,2023-12-19,2023-12-22,2542,1,41,Winter,Tuesday
1148,Etihad,KTM,JFK,2023-12-19,2023-12-21,1311,2,23,Winter,Tuesday
1149,Etihad,KTM,JFK,2023-12-19,2023-12-20,1938,2,34,Winter,Tuesday
1150,Korean Air,KTM,JFK,2023-12-19,2023-12-20,1760,3,32,Winter,Tuesday
1151,China Southern,KTM,JFK,2023-12-19,2023-12-22,2356,2,38,Winter,Tuesday
1152,China Southern,KTM,JFK,2023-12-19,2023-12-22,1008,3,24,Winter,Tuesday
1153,China Southern,KTM,JFK,2023-12-19,2023-12-21,1596,1,38,Winter,Tuesday
1154,Etihad,KTM,JFK,2023-12-19,2023-12-20,1767,1,31,Winter,Tuesday
1155,Turkish Airlines,KTM,JFK,2023-12-19,2023-12-20,2405,2,37,Winter,Tuesday
1156,Turkish Airlines,KTM,JFK,2023-12-19,2023-12-22,1300,1,20,Winter,Tuesday
1157,Turkish Airlines,KTM,JFK,2023-12-19,2023-12-21,1560,2,24,Winter,Tuesday
1158,Qatar Airways,KTM,JFK,2023-12-19,2023-12-20,960,3,24,Winter,Tuesday
1159,China Southern,KTM,JFK,2023-12-19,2023-12-19,2790,3,45,Winter,Tuesday
1160,China Southern,KTM,JFK,2023-12-19,2023-12-22,2356,3,38,Winter,Tuesday
1161,Cathay Pacific,KTM,JFK,2023-12-19,2023-12-19,1679,1,23,Winter,Tuesday
1162,China Southern,KTM,JFK,2023-12-19,2023-12-21,1512,1,36,Winter,Tuesday
1163,Qatar Airways,KTM,JFK,2023-12-19,2023-12-21,1480,1,37,Winter,Tuesday
1164,Korean Air,KTM,JFK,2023-12-19,2023-12-22,2695,1,49,Winter,Tuesday
1165,Cathay Pacific,KTM,JFK,2023-12-19,2023-12-22,3285,1,45,Winter,Tuesday
1166,Korean Air,KTM,JFK,2023-12-19,2023-12-21,2475,3,45,Winter,Tuesday
1167,Emirates,KTM,JFK,2023-12-19,2023-12-21,1862,2,49,Winter,Tuesday
1168,Qatar Airways,KTM,JFK,2023-12-19,2023-12-20,1720,1,43,Winter,Tuesday
1169,China Southern,KTM,JFK,2023-12-19,2023-12-21,1890,3,45,Winter,Tuesday
1170,Korean Air,KTM,JFK,2023-12-19,2023-12-21,1650,3,30,Winter,Tuesday
1171,Etihad,KTM,JFK,2023-12-19,2023-12-20,2337,3,41,Winter,Tuesday
1172,Cathay Pacific,KTM,JFK,2023-12-19,2023-12-19,1679,1,23,Winter,Tuesday
1173,Emirates,KTM,JFK,2023-12-19,2023-12-21,1368,3,36,Winter,Tuesday
1174,Emirates,KTM,JFK,2023-12-19,2023-12-21,1748,2,46,Winter,Tuesday
1175,Emirates,KTM,JFK,2023-12-19,2023-12-21,1748,1,46,Winter,Tuesday
1176,China Southern,KTM,JFK,2023-12-19,2023-12-20,1722,2,41,Winter,Tuesday
1177,Cathay Pacific,KTM,JFK,2023-12-19,2023-12-22,3285,3,45,Winter,Tuesday
1178,China Southern,KTM,JFK,2023-12-19,2023-12-21,2604,1,42,Winter,Tuesday
